date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:50:44	129392/129392	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Apr%202015%2018:10:11%20GMT	http://expo.getbootstrap.com/thumbs/newsweek-thumb.jpg	D:/download/httrack/boots3/expo.getbootstrap.com/thumbs/newsweek-thumb.jpg	(from http://getbootstrap.com/)
18:50:48	277108/277108	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Apr%202015%2018:10:11%20GMT	http://expo.getbootstrap.com/thumbs/lyft-thumb.jpg	D:/download/httrack/boots3/expo.getbootstrap.com/thumbs/lyft-thumb.jpg	(from http://getbootstrap.com/)
18:50:49	0/-1	---M--	302	error ('Found')	text/html	date:Wed,%2008%20Apr%202015%2011:50:51%20GMT	http://getbootstrap.com/2.3.2/	D:/download/httrack/boots3/getbootstrap.com/2.3.2/index.html	(from http://getbootstrap.com/)
18:50:51	19670/19670	---MC-	200	added ('OK')	text/html	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/about/	D:/download/httrack/boots3/getbootstrap.com/about/index.html	(from http://getbootstrap.com/)
18:50:58	128948/128948	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Apr%202015%2018:10:11%20GMT	http://expo.getbootstrap.com/thumbs/riot-thumb.jpg	D:/download/httrack/boots3/expo.getbootstrap.com/thumbs/riot-thumb.jpg	(from http://getbootstrap.com/)
18:50:58	95931/95931	---MC-	200	added ('OK')	text/javascript	date:Fri,%2019%20Dec%202014%2015:56:50%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.11.2/jquery.min.js	D:/download/httrack/boots3/ajax.googleapis.com/ajax/libs/jquery/1.11.2/jquery.min.js	(from http://getbootstrap.com/)
18:50:58	35951/35951	---MC-	200	added ('OK')	application/javascript	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/dist/js/bootstrap.min.js	D:/download/httrack/boots3/getbootstrap.com/dist/js/bootstrap.min.js	(from http://getbootstrap.com/)
18:52:16	3854/3854	---M--	200	added ('OK')	application/x-javascript	date:Wed,%2004%20Mar%202015%2019:00:08%20GMT	http://secure.gaug.es/track.js	D:/download/httrack/boots3/secure.gaug.es/track.js	(from http://getbootstrap.com/)
18:52:19	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/dist/fonts/glyphicons-halflings-regular.eot	D:/download/httrack/boots3/getbootstrap.com/dist/fonts/glyphicons-halflings-regular.eot	(from http://getbootstrap.com/dist/css/bootstrap.min.css)
18:52:22	117283/117283	---M-Z	200	added ('OK')	application/javascript	etag:%22fbc31f9608a3b574096b24fa74714097+gzip%22	https://platform.twitter.com/widgets.js	D:/download/httrack/boots3/platform.twitter.com/widgets.js	(from http://getbootstrap.com/)
18:52:27	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/dist/fonts/glyphicons-halflings-regular.eot?	D:/download/httrack/boots3/getbootstrap.com/dist/fonts/glyphicons-halflings-regulard41d.eot	(from http://getbootstrap.com/dist/css/bootstrap.min.css)
18:52:28	18028/18028	---M--	200	added ('OK')	application/octet-stream	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/dist/fonts/glyphicons-halflings-regular.woff2	D:/download/httrack/boots3/getbootstrap.com/dist/fonts/glyphicons-halflings-regular.woff2	(from http://getbootstrap.com/dist/css/bootstrap.min.css)
18:52:33	23424/23424	---M--	200	added ('OK')	application/x-font-woff	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/dist/fonts/glyphicons-halflings-regular.woff	D:/download/httrack/boots3/getbootstrap.com/dist/fonts/glyphicons-halflings-regular.woff	(from http://getbootstrap.com/dist/css/bootstrap.min.css)
18:52:43	4111/4111	---MC-	200	added ('OK')	text/html	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/starter-template/	D:/download/httrack/boots3/getbootstrap.com/examples/starter-template/index.html	(from http://getbootstrap.com/getting-started/)
18:52:44	45404/45404	---M--	200	added ('OK')	application/x-font-ttf	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/dist/fonts/glyphicons-halflings-regular.ttf	D:/download/httrack/boots3/getbootstrap.com/dist/fonts/glyphicons-halflings-regular.ttf	(from http://getbootstrap.com/dist/css/bootstrap.min.css)
18:52:56	5972/5972	---MC-	200	added ('OK')	text/html	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/jumbotron/	D:/download/httrack/boots3/getbootstrap.com/examples/jumbotron/index.html	(from http://getbootstrap.com/getting-started/)
18:53:33	4452/4452	---MC-	200	added ('OK')	text/html	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/jumbotron-narrow/	D:/download/httrack/boots3/getbootstrap.com/examples/jumbotron-narrow/index.html	(from http://getbootstrap.com/getting-started/)
18:53:34	85405/85405	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/screenshots/theme.jpg	D:/download/httrack/boots3/getbootstrap.com/examples/screenshots/theme.jpg	(from http://getbootstrap.com/getting-started/)
18:53:57	5431/5431	---MC-	200	added ('OK')	text/html	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/navbar/	D:/download/httrack/boots3/getbootstrap.com/examples/navbar/index.html	(from http://getbootstrap.com/getting-started/)
18:53:57	99951/99951	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/screenshots/grid.jpg	D:/download/httrack/boots3/getbootstrap.com/examples/screenshots/grid.jpg	(from http://getbootstrap.com/getting-started/)
18:53:59	39654/39654	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/screenshots/navbar-static.jpg	D:/download/httrack/boots3/getbootstrap.com/examples/screenshots/navbar-static.jpg	(from http://getbootstrap.com/getting-started/)
18:54:04	101076/101076	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/screenshots/jumbotron.jpg	D:/download/httrack/boots3/getbootstrap.com/examples/screenshots/jumbotron.jpg	(from http://getbootstrap.com/getting-started/)
18:54:04	5428/5428	---MC-	200	added ('OK')	text/html	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/navbar-fixed-top/	D:/download/httrack/boots3/getbootstrap.com/examples/navbar-fixed-top/index.html	(from http://getbootstrap.com/getting-started/)
18:54:05	37932/37932	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/screenshots/navbar-fixed.jpg	D:/download/httrack/boots3/getbootstrap.com/examples/screenshots/navbar-fixed.jpg	(from http://getbootstrap.com/getting-started/)
18:54:06	36580/36580	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/screenshots/cover.jpg	D:/download/httrack/boots3/getbootstrap.com/examples/screenshots/cover.jpg	(from http://getbootstrap.com/getting-started/)
18:54:06	4139/4139	---MC-	200	added ('OK')	text/html	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/cover/	D:/download/httrack/boots3/getbootstrap.com/examples/cover/index.html	(from http://getbootstrap.com/getting-started/)
18:54:06	12343/12343	---MC-	200	added ('OK')	text/html	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/carousel/	D:/download/httrack/boots3/getbootstrap.com/examples/carousel/index.html	(from http://getbootstrap.com/getting-started/)
18:54:08	10699/10699	---MC-	200	added ('OK')	text/html	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/blog/	D:/download/httrack/boots3/getbootstrap.com/examples/blog/index.html	(from http://getbootstrap.com/getting-started/)
18:54:11	10230/10230	---MC-	200	added ('OK')	text/html	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/dashboard/	D:/download/httrack/boots3/getbootstrap.com/examples/dashboard/index.html	(from http://getbootstrap.com/getting-started/)
18:54:13	82270/82270	---MC-	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/screenshots/carousel.jpg	D:/download/httrack/boots3/getbootstrap.com/examples/screenshots/carousel.jpg	(from http://getbootstrap.com/getting-started/)
18:54:16	3331/3331	---MC-	200	added ('OK')	text/html	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/signin/	D:/download/httrack/boots3/getbootstrap.com/examples/signin/index.html	(from http://getbootstrap.com/getting-started/)
18:54:17	13596/13596	---MC-	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/screenshots/sign-in.jpg	D:/download/httrack/boots3/getbootstrap.com/examples/screenshots/sign-in.jpg	(from http://getbootstrap.com/getting-started/)
18:54:20	122280/122280	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/screenshots/blog.jpg	D:/download/httrack/boots3/getbootstrap.com/examples/screenshots/blog.jpg	(from http://getbootstrap.com/getting-started/)
18:54:20	5273/5273	---MC-	200	added ('OK')	text/html	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/justified-nav/	D:/download/httrack/boots3/getbootstrap.com/examples/justified-nav/index.html	(from http://getbootstrap.com/getting-started/)
18:54:24	79037/79037	---MC-	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/screenshots/justified-nav.jpg	D:/download/httrack/boots3/getbootstrap.com/examples/screenshots/justified-nav.jpg	(from http://getbootstrap.com/getting-started/)
18:54:29	3133/3133	---MC-	200	added ('OK')	text/html	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/sticky-footer/	D:/download/httrack/boots3/getbootstrap.com/examples/sticky-footer/index.html	(from http://getbootstrap.com/getting-started/)
18:54:30	39249/39249	---MC-	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/screenshots/sticky-footer-navbar.jpg	D:/download/httrack/boots3/getbootstrap.com/examples/screenshots/sticky-footer-navbar.jpg	(from http://getbootstrap.com/getting-started/)
18:54:33	5184/5184	---MC-	200	added ('OK')	text/html	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/sticky-footer-navbar/	D:/download/httrack/boots3/getbootstrap.com/examples/sticky-footer-navbar/index.html	(from http://getbootstrap.com/getting-started/)
18:54:33	105325/105325	---MC-	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/screenshots/dashboard.jpg	D:/download/httrack/boots3/getbootstrap.com/examples/screenshots/dashboard.jpg	(from http://getbootstrap.com/getting-started/)
18:54:36	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Apr%202015%2011:54:38%20GMT	http://getbootstrap.com/migration	D:/download/httrack/boots3/getbootstrap.com/migration.2b.delayed	(from http://getbootstrap.com/getting-started/)
18:54:57	8215/8215	---MC-	200	added ('OK')	text/html	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/offcanvas/	D:/download/httrack/boots3/getbootstrap.com/examples/offcanvas/index.html	(from http://getbootstrap.com/getting-started/)
18:54:59	112527/112527	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/screenshots/offcanvas.jpg	D:/download/httrack/boots3/getbootstrap.com/examples/screenshots/offcanvas.jpg	(from http://getbootstrap.com/getting-started/)
18:54:59	26386/26386	---MC-	200	added ('OK')	text/html	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/migration/	D:/download/httrack/boots3/getbootstrap.com/migration/index.html	(from http://getbootstrap.com/getting-started/)
18:54:59	20141/20141	---MC-	200	added ('OK')	text/html	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/browser-bugs/	D:/download/httrack/boots3/getbootstrap.com/browser-bugs/index.html	(from http://getbootstrap.com/getting-started/)
18:55:00	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Apr%202015%2011:55:01%20GMT	http://getbootstrap.com/components	D:/download/httrack/boots3/getbootstrap.com/components.2c.delayed	(from http://getbootstrap.com/css/)
18:55:03	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Apr%202015%2011:55:04%20GMT	http://getbootstrap.com/getting-started	D:/download/httrack/boots3/getbootstrap.com/getting-started	(from http://getbootstrap.com/)
18:55:03	3110/3110	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/assets/img/components.png	D:/download/httrack/boots3/getbootstrap.com/assets/img/components.png	(from http://getbootstrap.com/)
18:55:04	14588/14588	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/assets/img/sass-less.png	D:/download/httrack/boots3/getbootstrap.com/assets/img/sass-less.png	(from http://getbootstrap.com/)
18:55:04	1626/1626	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/assets/brand/bootstrap-solid.svg	D:/download/httrack/boots3/getbootstrap.com/assets/brand/bootstrap-solid.svg	(from http://getbootstrap.com/about/)
18:55:05	1864/1864	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/assets/brand/bootstrap-outline.svg	D:/download/httrack/boots3/getbootstrap.com/assets/brand/bootstrap-outline.svg	(from http://getbootstrap.com/about/)
18:55:07	1647/1647	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/assets/brand/bootstrap-punchout.svg	D:/download/httrack/boots3/getbootstrap.com/assets/brand/bootstrap-punchout.svg	(from http://getbootstrap.com/about/)
18:55:08	694/694	---M--	200	added ('OK')	application/javascript	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/assets/js/ie10-viewport-bug-workaround.js	D:/download/httrack/boots3/getbootstrap.com/assets/js/ie10-viewport-bug-workaround.js	(from http://getbootstrap.com/)
18:55:18	9340/9340	---M--	404	error ('Not%20Found')	text/html	etag:%225519ee21-247c%22	http://getbootstrap.com/track.js	D:/download/httrack/boots3/getbootstrap.com/track.js	(from http://secure.gaug.es/track.js)
18:55:19	9340/9340	---M--	404	error ('Not%20Found')	text/html	etag:%225519ee21-247c%22	http://getbootstrap.com/track.gif	D:/download/httrack/boots3/getbootstrap.com/track.gif	(from http://secure.gaug.es/track.js)
18:55:20	44121/44121	---M--	200	added ('OK')	application/javascript	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/assets/js/docs.min.js	D:/download/httrack/boots3/getbootstrap.com/assets/js/docs.min.js	(from http://getbootstrap.com/)
18:55:25	108738/108738	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/dist/fonts/glyphicons-halflings-regular.svg	D:/download/httrack/boots3/getbootstrap.com/dist/fonts/glyphicons-halflings-regular.svg	(from http://getbootstrap.com/dist/css/bootstrap.min.css)
18:55:29	22571/22571	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/screenshots/starter-template.jpg	D:/download/httrack/boots3/getbootstrap.com/examples/screenshots/starter-template.jpg	(from http://getbootstrap.com/getting-started/)
18:55:32	7627/7627	---MC-	200	added ('OK')	text/html	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/grid/	D:/download/httrack/boots3/getbootstrap.com/examples/grid/index.html	(from http://getbootstrap.com/getting-started/)
18:55:32	27505/27505	---MC-	200	added ('OK')	text/html	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/theme/	D:/download/httrack/boots3/getbootstrap.com/examples/theme/index.html	(from http://getbootstrap.com/getting-started/)
18:55:34	127/127	---MC-	200	added ('OK')	text/css	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/jumbotron/jumbotron.css	D:/download/httrack/boots3/getbootstrap.com/examples/jumbotron/jumbotron.css	(from http://getbootstrap.com/examples/jumbotron/)
18:55:35	1411/1411	---MC-	200	added ('OK')	text/css	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/jumbotron-narrow/jumbotron-narrow.css	D:/download/httrack/boots3/getbootstrap.com/examples/jumbotron-narrow/jumbotron-narrow.css	(from http://getbootstrap.com/examples/jumbotron-narrow/)
18:55:36	90/90	---MC-	200	added ('OK')	text/css	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/navbar/navbar.css	D:/download/httrack/boots3/getbootstrap.com/examples/navbar/navbar.css	(from http://getbootstrap.com/examples/navbar/)
18:55:44	294637/294637	UR-M--	200	added ('Partial%20content')	image/jpeg	date:Tue,%2007%20Apr%202015%2018:10:11%20GMT	http://expo.getbootstrap.com/thumbs/vogue-thumb.jpg	D:/download/httrack/boots3/expo.getbootstrap.com/thumbs/vogue-thumb.jpg	(from http://getbootstrap.com/)
18:55:48	5440/5440	---MC-	200	added ('OK')	text/html	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/navbar-static-top/	D:/download/httrack/boots3/getbootstrap.com/examples/navbar-static-top/index.html	(from http://getbootstrap.com/getting-started/)
18:55:49	40956/40956	---MC-	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/screenshots/navbar.jpg	D:/download/httrack/boots3/getbootstrap.com/examples/screenshots/navbar.jpg	(from http://getbootstrap.com/getting-started/)
18:55:50	68573/68573	---MC-	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/screenshots/jumbotron-narrow.jpg	D:/download/httrack/boots3/getbootstrap.com/examples/screenshots/jumbotron-narrow.jpg	(from http://getbootstrap.com/getting-started/)
18:55:53	52/52	---MC-	200	added ('OK')	text/css	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/navbar-fixed-top/navbar-fixed-top.css	D:/download/httrack/boots3/getbootstrap.com/examples/navbar-fixed-top/navbar-fixed-top.css	(from http://getbootstrap.com/examples/navbar-fixed-top/)
18:55:54	2531/2531	---M--	200	added ('OK')	text/css	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/cover/cover.css	D:/download/httrack/boots3/getbootstrap.com/examples/cover/cover.css	(from http://getbootstrap.com/examples/cover/)
18:55:56	2538/2538	---MC-	200	added ('OK')	text/css	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/carousel/carousel.css	D:/download/httrack/boots3/getbootstrap.com/examples/carousel/carousel.css	(from http://getbootstrap.com/examples/carousel/)
18:55:57	2409/2409	---MC-	200	added ('OK')	text/css	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/blog/blog.css	D:/download/httrack/boots3/getbootstrap.com/examples/blog/blog.css	(from http://getbootstrap.com/examples/blog/)
18:55:58	1557/1557	---M--	200	added ('OK')	text/css	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/dashboard/dashboard.css	D:/download/httrack/boots3/getbootstrap.com/examples/dashboard/dashboard.css	(from http://getbootstrap.com/examples/dashboard/)
18:55:58	23861/23861	---M--	200	added ('OK')	application/javascript	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/assets/js/vendor/holder.js	D:/download/httrack/boots3/getbootstrap.com/assets/js/vendor/holder.js	(from http://getbootstrap.com/examples/carousel/)
18:56:00	793/793	---MC-	200	added ('OK')	text/css	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/signin/signin.css	D:/download/httrack/boots3/getbootstrap.com/examples/signin/signin.css	(from http://getbootstrap.com/examples/signin/)
18:56:00	2370/2370	---M--	200	added ('OK')	text/css	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/justified-nav/justified-nav.css	D:/download/httrack/boots3/getbootstrap.com/examples/justified-nav/justified-nav.css	(from http://getbootstrap.com/examples/justified-nav/)
18:56:01	602/602	---M--	200	added ('OK')	text/css	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/sticky-footer/sticky-footer.css	D:/download/httrack/boots3/getbootstrap.com/examples/sticky-footer/sticky-footer.css	(from http://getbootstrap.com/examples/sticky-footer/)
18:56:01	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Apr%202015%2011:56:03%20GMT	http://getbootstrap.com/examples/sticky-footer-navbar	D:/download/httrack/boots3/getbootstrap.com/examples/sticky-footer-navbar	(from http://getbootstrap.com/examples/sticky-footer/)
18:56:02	678/678	---M--	200	added ('OK')	text/css	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/sticky-footer-navbar/sticky-footer-navbar.css	D:/download/httrack/boots3/getbootstrap.com/examples/sticky-footer-navbar/sticky-footer-navbar.css	(from http://getbootstrap.com/examples/sticky-footer-navbar/)
18:56:04	25002/25002	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/screenshots/sticky-footer.jpg	D:/download/httrack/boots3/getbootstrap.com/examples/screenshots/sticky-footer.jpg	(from http://getbootstrap.com/getting-started/)
18:56:05	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Apr%202015%2011:56:05%20GMT	http://getbootstrap.com/examples/sticky-footer	D:/download/httrack/boots3/getbootstrap.com/examples/sticky-footer	(from http://getbootstrap.com/examples/sticky-footer-navbar/)
18:56:13	990/990	---MC-	200	added ('OK')	text/css	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/offcanvas/offcanvas.css	D:/download/httrack/boots3/getbootstrap.com/examples/offcanvas/offcanvas.css	(from http://getbootstrap.com/examples/offcanvas/)
18:56:13	6713/6713	---MC-	200	added ('OK')	text/html	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/non-responsive/	D:/download/httrack/boots3/getbootstrap.com/examples/non-responsive/index.html	(from http://getbootstrap.com/getting-started/)
18:56:18	61060/61060	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/screenshots/non-responsive.jpg	D:/download/httrack/boots3/getbootstrap.com/examples/screenshots/non-responsive.jpg	(from http://getbootstrap.com/getting-started/)
18:57:01	1617511/1617511	---M--	200	added ('OK')	application/javascript	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/assets/js/customize.min.js	D:/download/httrack/boots3/getbootstrap.com/assets/js/customize.min.js	(from http://getbootstrap.com/customize/)
18:57:07	96/96	---M--	200	added ('OK')	text/css	date:Wed,%2008%20Apr%202015%2001:42:05%20GMT	http://getbootstrap.com/examples/starter-template/starter-template.css	D:/download/httrack/boots3/getbootstrap.com/examples/starter-template/starter-template.css	(from http://getbootstrap.com/examples/starter-template/)
